.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	FOXG1_unique
ENSMUSG00000002205	1029.22597	-1.028734782	0.215882882	1.20543E-07	2.4606E-06	Vrk3	FOXG1_unique
ENSMUSG00000002221	1601.392412	-0.143730405	0.101879797	0.130285139	0.272266331	Paxip1	FOXG1_unique
ENSMUSG00000002222	4596.812912	-0.391702003	0.099404621	3.61161E-05	0.000368242	Rmnd5a	FOXG1_unique
ENSMUSG00000002227	688.2693827	0.081372488	0.120472949	0.46737056	0.638597707	Mov10	FOXG1_unique
ENSMUSG00000002250	1298.616746	0.080762466	0.159294569	0.560025104	0.715831406	Ppard	FOXG1_unique
ENSMUSG00000002265	9968.955243	0.233983872	0.17517614	0.114496151	0.248353275	Peg3	FOXG1_unique
ENSMUSG00000002266	1948.556361	-0.846707686	0.244502031	5.22052E-05	0.00050193	Zim1	FOXG1_unique
ENSMUSG00000002274	6049.657152	-0.237115742	0.248462254	0.173581884	0.333281279	Metrn	FOXG1_unique
ENSMUSG00000002279	625.839646	-0.06615721	0.114274827	0.542653279	0.70222238	Lmf1	FOXG1_unique
ENSMUSG00000002280	970.9330959	0.100219521	0.111125826	0.336572492	0.519050149	Narfl	FOXG1_unique
ENSMUSG00000002307	1319.68928	0.102344492	0.071927766	0.14667287	0.295375359	Daxx	FOXG1_unique
ENSMUSG00000002308	1081.848824	0.38216837	0.124553001	0.000948713	0.005799792	Cd320	FOXG1_unique
ENSMUSG00000002320	1931.896955	-0.015198891	0.094158618	0.864973003	0.927048404	Tm9sf1	FOXG1_unique
ENSMUSG00000002326	956.5354274	-0.753618111	0.130248265	1.28037E-09	4.22523E-08	Gmpr2	FOXG1_unique
ENSMUSG00000002329	2187.170993	-0.037022077	0.081795171	0.639855232	0.777768987	Mdp1	FOXG1_unique
ENSMUSG00000002332	7655.107502	-0.570875726	0.31610185	0.008901501	0.035963345	Dhrs1	FOXG1_unique
ENSMUSG00000002341	21504.4993	-0.476345803	0.082167004	2.26257E-09	7.0091E-08	Ncan	FOXG1_unique
ENSMUSG00000002343	2777.216545	-0.064592876	0.151258939	0.632148857	0.771973863	Armc6	FOXG1_unique
ENSMUSG00000002345	1223.926698	0.049444054	0.096411452	0.592794423	0.740819076	Borcs8	FOXG1_unique
ENSMUSG00000002346	1499.759101	0.036045813	0.156413586	0.793248802	0.88309009	Slc25a42	FOXG1_unique
ENSMUSG00000002365	1121.55202	0.09440897	0.133496178	0.437811275	0.61379751	Snx9	FOXG1_unique
ENSMUSG00000002372	2770.727376	-0.529585132	0.079254906	6.69596E-12	3.46426E-10	Ranbp3	FOXG1_unique
ENSMUSG00000002379	4524.042677	0.097565991	0.105392146	0.327786361	0.510571364	Ndufa11	FOXG1_unique
ENSMUSG00000002395	1895.878742	0.220990442	0.081696634	0.005232502	0.023532301	Use1	FOXG1_unique
ENSMUSG00000002409	680.0893676	-0.136783704	0.105531095	0.180874831	0.343485758	Dyrk1b	FOXG1_unique
ENSMUSG00000002413	3514.077834	0.127036292	0.174257344	0.39730242	0.577871057	Braf	FOXG1_unique
ENSMUSG00000002416	1409.527266	-0.025974471	0.098382225	0.749594335	0.855537339	Ndufb2	FOXG1_unique
ENSMUSG00000002428	865.8773942	-0.177009509	0.116029293	0.101699132	0.228663828	Hltf	FOXG1_unique
ENSMUSG00000002455	3358.768682	0.207712107	0.071893685	0.002999375	0.014985023	Prpf6	FOXG1_unique
ENSMUSG00000002459	1112.621643	-0.105377269	0.116441124	0.334727322	0.517359337	Rgs20	FOXG1_unique
ENSMUSG00000002477	2133.321624	0.370372805	0.074047399	2.69186E-07	5.03734E-06	Snrpd1	FOXG1_unique
ENSMUSG00000002486	938.4272558	0.243925319	0.100754989	0.010710297	0.04172408	Tchp	FOXG1_unique
ENSMUSG00000002489	1962.285446	0.311591482	0.233860619	0.081039952	0.194645389	Tiam1	FOXG1_unique
ENSMUSG00000002496	5253.01704	0.045258409	0.107505925	0.647796717	0.783701919	Tsc2	FOXG1_unique
ENSMUSG00000002524	5998.660059	0.094866536	0.061722703	0.125630383	0.265459347	Puf60	FOXG1_unique
ENSMUSG00000002546	4045.808151	-0.148699092	0.076275482	0.044506275	0.124992009	Golga2	FOXG1_unique
ENSMUSG00000002550	2928.842946	-0.159404811	0.07465368	0.023542444	0.076924585	Uck1	FOXG1_unique
ENSMUSG00000002565	7.39755108	-0.10889282	0.333434253	0.307913199	0.490030376	Scin	FOXG1_unique
ENSMUSG00000002578	968.156054	-0.702789369	0.148137668	3.83952E-07	6.93479E-06	Ikzf4	FOXG1_unique
ENSMUSG00000002580	2659.298064	-0.046983271	0.084696647	0.549789793	0.708117772	Mien1	FOXG1_unique
ENSMUSG00000002588	88.75267959	0.012908592	0.319412484	0.869594291	0.929070609	Pon1	FOXG1_unique
ENSMUSG00000002608	1704.765075	-0.035089847	0.080191218	0.651543914	0.786635741	Ccdc97	FOXG1_unique
ENSMUSG00000002617	1198.424549	-0.714687169	0.125184675	1.90328E-09	6.06299E-08	Zfp40	FOXG1_unique
ENSMUSG00000002625	2835.380988	0.160088186	0.079024783	0.034653716	0.103226332	Akap8l	FOXG1_unique
ENSMUSG00000002633	351.4514538	-0.316979593	0.358703059	0.100682116	0.227082008	Shh	FOXG1_unique
ENSMUSG00000002658	2748.075558	0.371206075	0.066689475	1.42254E-08	3.61514E-07	Gtf2f1	FOXG1_unique
ENSMUSG00000002661	706.7082629	0.451653756	0.091051518	2.9376E-07	5.43684E-06	Alkbh7	FOXG1_unique
ENSMUSG00000002679	624.0755704	0.349501382	0.110419922	0.000771472	0.004915312	Med6	FOXG1_unique
ENSMUSG00000002688	1139.64994	0.037143643	0.163328107	0.794562923	0.884163781	Prkd1	FOXG1_unique
ENSMUSG00000002699	62.53795392	0.003676025	0.212899568	0.983321778	0.990986531	Lcp2	FOXG1_unique
ENSMUSG00000002718	3581.873005	-0.096561189	0.092213805	0.258524905	0.436645261	Cse1l	FOXG1_unique
ENSMUSG00000002728	1768.279808	0.382004734	0.10101033	7.03029E-05	0.000647318	Naa20	FOXG1_unique
ENSMUSG00000002731	1742.320277	0.060466778	0.084862545	0.44425453	0.619523807	Prkra	FOXG1_unique
ENSMUSG00000002733	1051.96216	-0.644712937	0.107326944	3.73354E-10	1.3707E-08	Plekha3	FOXG1_unique
ENSMUSG00000002748	3674.513153	-0.217986459	0.0789474	0.004292617	0.020049724	Baz1b	FOXG1_unique
ENSMUSG00000002763	2485.456925	0.510597403	0.101004755	1.17579E-07	2.40739E-06	Pex6	FOXG1_unique
ENSMUSG00000002767	1291.460669	0.275621972	0.079594956	0.000346632	0.002492718	Mrpl2	FOXG1_unique
ENSMUSG00000002769	14.24055697	-0.024695305	0.282223317	0.862093138	0.925357216	Gnmt	FOXG1_unique
ENSMUSG00000002781	1064.178356	-0.297850533	0.088334915	0.000444563	0.003077005	Tmem143	FOXG1_unique
ENSMUSG00000002791	4.460495192	0.024488367	0.305196532	0.833964678	.	Pdxk-ps	FOXG1_unique
ENSMUSG00000002797	636.2384031	-0.566324913	0.196056199	0.000761488	0.004859349	Ggct	FOXG1_unique
ENSMUSG00000002799	2428.342301	-0.225874186	0.125153885	0.055567771	0.147846961	Jag2	FOXG1_unique
ENSMUSG00000002803	1207.773154	0.511804367	0.09908529	7.22682E-08	1.57704E-06	Btbd6	FOXG1_unique
ENSMUSG00000002808	3355.38551	-1.586486002	0.236192968	7.23458E-13	4.50303E-11	Epdr1	FOXG1_unique
ENSMUSG00000002814	368.799425	0.012295852	0.122333531	0.914628033	0.952975044	Top3a	FOXG1_unique
ENSMUSG00000002820	869.2766134	-0.004848036	0.113516279	0.95627488	0.976425102	Atg4d	FOXG1_unique
ENSMUSG00000002825	543.3351468	0.031804182	0.121025144	0.778520499	0.872938926	Qtrt1	FOXG1_unique
ENSMUSG00000002833	3535.79534	-0.414995985	0.12643144	0.000432585	0.003009202	Hdgfrp2	FOXG1_unique
ENSMUSG00000002845	568.3961154	0.045469901	0.127383249	0.695150819	0.818283731	Tmem39a	FOXG1_unique
ENSMUSG00000002846	1242.856521	0.216987817	0.100610334	0.022219635	0.07349264	Timmdc1	FOXG1_unique
ENSMUSG00000002871	1073.406673	-0.110256976	0.111154262	0.290412819	0.471235087	Tpra1	FOXG1_unique
ENSMUSG00000002881	1939.195066	-1.158999453	0.193229962	1.03405E-10	4.26023E-09	Nab1	FOXG1_unique
ENSMUSG00000002897	801.9839688	-0.093614378	0.115497114	0.385314765	0.566010629	Il17ra	FOXG1_unique
ENSMUSG00000002900	5990.218404	-0.1923525	0.173145366	0.18971418	0.35416465	Lamb1	FOXG1_unique
ENSMUSG00000002908	421.4524092	-0.745298268	0.1628975	6.84336E-07	1.14788E-05	Kcnn1	FOXG1_unique
ENSMUSG00000002910	474.5347882	-0.258674172	0.205475409	0.112591123	0.245669919	Arrdc2	FOXG1_unique
ENSMUSG00000002930	18.19990581	0.422191488	0.414820008	0.057527338	0.151466943	Ppp1r17	FOXG1_unique
ENSMUSG00000002944	39.2721237	-1.13022841	1.36368118	0.001985326	0.010705174	Cd36	FOXG1_unique
ENSMUSG00000002948	1610.662385	0.294419134	0.138711458	0.017938386	0.062051232	Map2k7	FOXG1_unique
ENSMUSG00000002949	2014.84826	0.072693107	0.07607397	0.318278004	0.500968389	Timm44	FOXG1_unique
ENSMUSG00000002957	12335.28508	-0.027004883	0.12991008	0.796025034	0.885125956	Ap2a2	FOXG1_unique
ENSMUSG00000002968	5088.834528	-0.14416658	0.137904552	0.247150512	0.423444373	Med25	FOXG1_unique
ENSMUSG00000002981	8627.465937	-0.170836126	0.065356866	0.007109648	0.030140222	Clptm1	FOXG1_unique
ENSMUSG00000002983	532.1277679	-0.118816966	0.161259686	0.39549918	0.575975805	Relb	FOXG1_unique
ENSMUSG00000002984	3424.860286	0.148966718	0.091058124	0.090921732	0.211686316	Tomm40	FOXG1_unique
ENSMUSG00000002996	2050.370827	-0.034712459	0.11219372	0.747097114	0.853554022	Hbp1	FOXG1_unique
ENSMUSG00000002997	4958.71689	0.25792678	0.182425488	0.091446918	0.212507721	Prkar2b	FOXG1_unique
ENSMUSG00000003031	4285.538476	0.361300011	0.09858603	0.000121094	0.001025801	Cdkn1b	FOXG1_unique
ENSMUSG00000003032	611.0184348	0.195499917	0.159301019	0.166138727	0.323062607	Klf4	FOXG1_unique
ENSMUSG00000003033	4689.211969	-0.129338442	0.086565757	0.119926893	0.256692533	Ap1m1	FOXG1_unique
ENSMUSG00000003037	2484.344433	0.116083869	0.087669392	0.170198212	0.328848625	Rab8a	FOXG1_unique
ENSMUSG00000003038	7616.601594	0.527712407	0.08834845	1.01044E-09	3.40102E-08	Hmgn2	FOXG1_unique
ENSMUSG00000003068	3908.748953	-0.069573872	0.079757455	0.381302233	0.562737959	Stk11	FOXG1_unique
ENSMUSG00000003072	10885.2488	-0.132341601	0.104812654	0.180645809	0.343125265	Atp5d	FOXG1_unique
ENSMUSG00000003099	4677.045682	-0.300616701	0.100150959	0.001552082	0.008760344	Ppp5c	FOXG1_unique
ENSMUSG00000003119	1088.7908	-0.167858118	0.142990336	0.195033292	0.361016454	Cdk12	FOXG1_unique
ENSMUSG00000003123	529.9574532	-0.130395379	0.15215442	0.330386509	0.513105001	Lipe	FOXG1_unique
ENSMUSG00000003131	10530.51249	-0.188315178	0.074737124	0.010219989	0.040190545	Pafah1b2	FOXG1_unique
ENSMUSG00000003134	1051.001524	-0.002861941	0.153866431	0.981756137	0.990224616	Tbc1d8	FOXG1_unique
ENSMUSG00000003135	1311.511094	0.301758659	0.119601402	0.006575094	0.028311533	Cnot11	FOXG1_unique
ENSMUSG00000003153	5561.313804	0.105932295	0.169160341	0.463289712	0.635080814	Slc2a3	FOXG1_unique
ENSMUSG00000003154	2469.831898	0.629214873	0.11103423	2.96842E-09	9.02979E-08	Foxj2	FOXG1_unique
ENSMUSG00000003166	6101.381392	-0.02595187	0.112826552	0.804748814	0.890143804	Dgcr2	FOXG1_unique
ENSMUSG00000003190	207.4922334	-0.225975236	0.218481092	0.182042271	0.344967972	Bcl2l12	FOXG1_unique
ENSMUSG00000003198	237.066883	0.189611909	0.128332832	0.107499064	0.237816992	Zfp959	FOXG1_unique
ENSMUSG00000003199	3073.296973	0.066265477	0.101070007	0.501381448	0.667266139	Mpnd	FOXG1_unique
ENSMUSG00000003208	343.1555592	-0.042372594	0.105075798	0.669790816	0.800416618	Ccdc94	FOXG1_unique
ENSMUSG00000003226	4776.938447	-0.181563821	0.148772444	0.16784334	0.325563613	Ranbp2	FOXG1_unique
ENSMUSG00000003227	59.96992166	0.050311846	0.286585305	0.730230347	0.842416217	Edar	FOXG1_unique
ENSMUSG00000003228	652.038191	-0.355908432	0.119329918	0.001366929	0.007882444	Grk5	FOXG1_unique
ENSMUSG00000003234	2804.444587	0.166226451	0.082726908	0.041985817	0.119556743	Abcf3	FOXG1_unique
ENSMUSG00000003235	3762.560602	0.227782893	0.076874958	0.002225966	0.011760007	Eif2b5	FOXG1_unique
ENSMUSG00000003269	2932.09191	-0.115628512	0.074289599	0.096381758	0.220256054	Cyth2	FOXG1_unique
ENSMUSG00000003271	109.78187	-0.11928059	0.288913564	0.433329798	0.610124848	Sult2b1	FOXG1_unique
ENSMUSG00000003273	1257.284671	-0.04167221	0.148914938	0.745463655	0.852506319	Car11	FOXG1_unique
ENSMUSG00000003279	5217.042975	-0.380966679	0.172567576	0.010527778	0.041176801	Dlgap1	FOXG1_unique
ENSMUSG00000003282	32.51055363	-0.451318364	0.366478016	0.04400464	0.123951844	Plag1	FOXG1_unique
ENSMUSG00000003283	123.3266055	-0.321280231	0.332627003	0.095312548	0.218560737	Hck	FOXG1_unique
ENSMUSG00000003299	1559.811288	0.097206419	0.084461722	0.234260868	0.408311485	Mrpl4	FOXG1_unique
ENSMUSG00000003308	2890.404665	0.242537355	0.077459024	0.001252965	0.007314932	Keap1	FOXG1_unique
ENSMUSG00000003309	4.687439621	0.082778474	0.322448196	0.433274172	0.610110731	Ap1m2	FOXG1_unique
ENSMUSG00000003316	11740.08474	0.044241678	0.153744157	0.74578584	0.852681951	Glg1	FOXG1_unique
ENSMUSG00000003341	10.91128446	0.097240356	0.303626951	0.496700234	0.663349115	Atp8b3	FOXG1_unique
ENSMUSG00000003344	4074.689709	-0.044808981	0.102509872	0.663743218	0.79597543	Btbd2	FOXG1_unique
ENSMUSG00000003345	5465.140122	0.042108356	0.072348324	0.550743414	0.708942875	Csnk1g2	FOXG1_unique
ENSMUSG00000003346	4487.093607	0.015953124	0.123098644	0.855769569	0.921160145	Abhd17a	FOXG1_unique
ENSMUSG00000003348	2350.887452	-0.61798076	0.145898594	4.61489E-06	6.20902E-05	Mob3a	FOXG1_unique
ENSMUSG00000003352	4289.057697	-0.493746741	0.114337528	5.25301E-06	6.94029E-05	Cacnb3	FOXG1_unique
ENSMUSG00000003355	129.7402188	0.060275367	0.190744023	0.699204848	0.821292032	Fkbp11	FOXG1_unique
ENSMUSG00000003360	3010.479674	-0.18341395	0.078582567	0.015783545	0.05615473	Ddx23	FOXG1_unique
ENSMUSG00000003378	7227.983979	-0.059409291	0.117230594	0.59983142	0.746401713	Grik5	FOXG1_unique
ENSMUSG00000003380	4511.440695	0.237871186	0.069425443	0.000447375	0.003092942	Rabac1	FOXG1_unique
ENSMUSG00000003382	880.6965922	0.237174493	0.133426008	0.054039755	0.14458011	Etv3	FOXG1_unique
ENSMUSG00000003402	7592.025772	-0.103619718	0.078229475	0.17105977	0.330061816	Prkcsh	FOXG1_unique
ENSMUSG00000003410	10686.19445	-0.858725691	0.169667072	4.819E-08	1.0892E-06	Elavl3	FOXG1_unique
ENSMUSG00000003411	2964.946759	0.433808699	0.170175542	0.003272549	0.016083671	Rab3b	FOXG1_unique
ENSMUSG00000003418	173.1485863	0.310013182	0.25514669	0.09282959	0.214629173	St8sia6	FOXG1_unique
ENSMUSG00000003421	1692.747257	-0.022241811	0.072927169	0.754030685	0.858276318	Nosip	FOXG1_unique
ENSMUSG00000003423	1753.971807	-0.004270978	0.075247721	0.95304477	0.974701565	Pih1d1	FOXG1_unique
ENSMUSG00000003429	8585.929041	0.002284267	0.082101274	0.983974039	0.991127363	Rps11	FOXG1_unique
ENSMUSG00000003435	7452.103274	0.065816057	0.076560364	0.375611057	0.557586855	Supt5	FOXG1_unique
ENSMUSG00000003437	3180.663044	-0.121281447	0.088183443	0.169561683	0.327870529	Paf1	FOXG1_unique
ENSMUSG00000003438	1794.717147	0.280897373	0.114078692	0.008323429	0.034222489	Timm50	FOXG1_unique
ENSMUSG00000003444	820.5341369	0.041009467	0.110107323	0.688779786	0.813672406	Med29	FOXG1_unique
ENSMUSG00000003452	1098.005773	-0.676647086	0.12070242	3.65431E-09	1.08751E-07	Bicd1	FOXG1_unique
ENSMUSG00000003458	6911.598817	-0.201669527	0.09512735	0.025139945	0.081031858	Ncstn	FOXG1_unique
ENSMUSG00000003469	3072.658563	-0.59079868	0.151644371	2.12856E-05	0.000234269	Phyhip	FOXG1_unique
ENSMUSG00000003477	422.8211813	0.598222487	0.215035102	0.000981392	0.005979693	Inmt	FOXG1_unique
ENSMUSG00000003500	4239.99767	-0.311850478	0.171176122	0.034003077	0.101647443	Impdh1	FOXG1_unique
ENSMUSG00000003518	4281.113928	0.35311048	0.117416341	0.001182649	0.006976602	Dusp3	FOXG1_unique
ENSMUSG00000003527	1468.561656	0.010093284	0.091442015	0.901716429	0.945561228	Dgcr14	FOXG1_unique
ENSMUSG00000003528	6107.693228	-0.05075218	0.091419438	0.569334795	0.722844007	Slc25a1	FOXG1_unique
ENSMUSG00000003531	2894.792068	0.394264071	0.065006667	6.06342E-10	2.12577E-08	Dgcr6	FOXG1_unique
ENSMUSG00000003534	15771.67993	0.077572145	0.150162893	0.556669854	0.713481244	Ddr1	FOXG1_unique
ENSMUSG00000003541	847.4934255	-0.832988115	0.445847779	0.002588914	0.013276974	Ier3	FOXG1_unique
ENSMUSG00000003545	117.5428608	-0.245844168	0.180677861	0.105949852	0.23536784	Fosb	FOXG1_unique
ENSMUSG00000003549	998.8826703	-0.269674474	0.077454023	0.000323573	0.002341882	Ercc1	FOXG1_unique
ENSMUSG00000003559	56.08072321	0.295125679	0.360936559	0.123164845	0.261739851	As3mt	FOXG1_unique
ENSMUSG00000003575	5028.73584	-0.270060483	0.120430748	0.01777196	0.061592749	Crtc1	FOXG1_unique
ENSMUSG00000003581	1979.51718	-0.248713659	0.11119969	0.016920663	0.059198909	Rnf215	FOXG1_unique
ENSMUSG00000003604	278.8516561	-0.153519013	0.131279652	0.200636322	0.367639262	Aven	FOXG1_unique
ENSMUSG00000003617	14073.05622	0.018773198	0.199838863	0.905390827	0.947632934	Cp	FOXG1_unique
ENSMUSG00000003623	2697.967309	-0.197669304	0.160893342	0.155367154	0.307827831	Crot	FOXG1_unique
ENSMUSG00000003644	1651.089265	-0.167418054	0.141872816	0.18843021	0.352483328	Rps6ka1	FOXG1_unique
ENSMUSG00000003657	6517.403927	-0.015376977	0.174134097	0.914413081	0.952947412	Calb2	FOXG1_unique
ENSMUSG00000003660	5528.896192	-0.071207906	0.107778796	0.419540807	0.598824099	Snrnp200	FOXG1_unique
ENSMUSG00000003680	1007.685877	0.052130185	0.103653543	0.596094682	0.743565353	Taf6l	FOXG1_unique
ENSMUSG00000003721	1451.069374	0.209100901	0.094516759	0.020001443	0.067671715	Insig2	FOXG1_unique
ENSMUSG00000003731	4859.108175	-0.348124131	0.104515347	0.000428939	0.002985894	Kpna6	FOXG1_unique
ENSMUSG00000003746	2228.318841	-0.446287917	0.181619013	0.004126921	0.019411827	Man1a	FOXG1_unique
ENSMUSG00000003752	746.3670164	-0.123788868	0.093579937	0.166788517	0.324014685	Itpkc	FOXG1_unique
ENSMUSG00000003762	1807.990738	-0.077618863	0.185592887	0.610784639	0.754906975	Adck4	FOXG1_unique
ENSMUSG00000003778	2426.727425	0.246225228	0.120306587	0.032564193	0.0985107	Brd8	FOXG1_unique
ENSMUSG00000003808	2302.9121	-0.132216783	0.07975914	0.086477443	0.204125111	Farsa	FOXG1_unique
ENSMUSG00000003809	1334.191411	0.305126814	0.123599299	0.007644647	0.031931356	Gcdh	FOXG1_unique
ENSMUSG00000003810	7182.725625	-0.368377663	0.180864307	0.016756763	0.058763155	Mast2	FOXG1_unique
ENSMUSG00000003813	2144.850234	0.272654619	0.11973103	0.014345893	0.052320953	Rad23a	FOXG1_unique
ENSMUSG00000003814	27899.54698	-0.077417195	0.09551015	0.351528401	0.533551475	Calr	FOXG1_unique
ENSMUSG00000003847	2219.334072	-0.142493174	0.15506763	0.296099896	0.477122239	Nfat5	FOXG1_unique
ENSMUSG00000003849	382.4629598	-0.175576596	0.199078716	0.265944245	0.445162278	Nqo1	FOXG1_unique
ENSMUSG00000003863	4318.224997	0.140787976	0.174300615	0.345064969	0.527208078	Ppfia3	FOXG1_unique
ENSMUSG00000003865	1863.071339	0.255843966	0.073049248	0.000328119	0.002373086	Gys1	FOXG1_unique
ENSMUSG00000003872	773.0985549	0.041701819	0.170576492	0.745632011	0.852650647	Lin7b	FOXG1_unique
ENSMUSG00000003923	1432.948772	0.333970881	0.100800473	0.000480476	0.003291417	Tfam	FOXG1_unique
ENSMUSG00000003929	1089.348938	-0.259949437	0.14265904	0.043971567	0.123915614	Zfp81	FOXG1_unique
ENSMUSG00000003934	14889.68541	-0.540016984	0.13987486	3.16122E-05	0.000328614	Efnb3	FOXG1_unique
ENSMUSG00000003948	3930.306101	-0.265398414	0.104910171	0.00730278	0.030789482	Mmd	FOXG1_unique
ENSMUSG00000003949	403.7942379	0.901385445	0.196561017	4.73824E-07	8.27719E-06	Hlf	FOXG1_unique
ENSMUSG00000003970	15807.2204	0.051472692	0.085648319	0.533997133	0.694903276	Rpl8	FOXG1_unique
ENSMUSG00000003974	422.5026024	-0.130659378	0.225678377	0.433973412	0.610397345	Grm3	FOXG1_unique
ENSMUSG00000003992	4180.657943	-0.25109334	0.100729895	0.008578422	0.034951239	Ssbp2	FOXG1_unique
ENSMUSG00000004018	298.6441491	-0.018316112	0.120069672	0.86892596	0.928748982	Fancl	FOXG1_unique
ENSMUSG00000004031	3223.409899	-0.605074579	0.240403436	0.001917727	0.01042767	Brinp2	FOXG1_unique
ENSMUSG00000004032	4023.773079	-0.111906481	0.16182157	0.418880326	0.598360539	Gstm5	FOXG1_unique
ENSMUSG00000004035	847.7837769	0.070644349	0.172279699	0.617848658	0.76121935	Gstm7	FOXG1_unique
ENSMUSG00000004040	6818.888052	0.180715887	0.112326278	0.086239473	0.20368223	Stat3	FOXG1_unique
ENSMUSG00000004043	58.83471123	-0.001713858	0.240540101	0.989779054	0.994263736	Stat5a	FOXG1_unique
ENSMUSG00000004054	1102.220378	0.093749073	0.101767899	0.331542397	0.514283501	Map3k11	FOXG1_unique
ENSMUSG00000004056	4395.123602	-0.235102294	0.078052535	0.001851616	0.010126073	Akt2	FOXG1_unique
ENSMUSG00000004069	3138.734464	0.109526446	0.098170562	0.251647851	0.429221245	Dnaja3	FOXG1_unique
ENSMUSG00000004070	2631.296692	-0.021183153	0.096829791	0.872074762	0.930393985	Hmox2	FOXG1_unique
ENSMUSG00000004071	6754.485926	0.403652571	0.108209372	7.92131E-05	0.000714401	Cdip1	FOXG1_unique
ENSMUSG00000004085	2109.839313	0.320060322	0.145664295	0.014171796	0.051819056	Map3k20	FOXG1_unique
ENSMUSG00000004096	2693.080003	0.34919882	0.134990951	0.004850204	0.022097924	Cwc15	FOXG1_unique
ENSMUSG00000004099	3718.043652	-0.356397235	0.156882048	0.010014649	0.039575372	Dnmt1	FOXG1_unique
ENSMUSG00000004100	873.67564	-0.149523245	0.111017227	0.142874453	0.289987638	Ppan	FOXG1_unique
ENSMUSG00000004105	2783.261876	0.478346859	0.159950291	0.000602989	0.003983629	Angptl2	FOXG1_unique
ENSMUSG00000004110	5181.226493	-0.022300528	0.199926234	0.882721937	0.935683425	Cacna1e	FOXG1_unique
ENSMUSG00000004113	5817.585167	-0.659528522	0.211506264	0.000298207	0.002185517	Cacna1b	FOXG1_unique
ENSMUSG00000004127	403.4192408	0.149930589	0.17451251	0.309202126	0.491385798	Trmt10a	FOXG1_unique
ENSMUSG00000004151	1707.113664	-2.729073699	0.304498707	2.81162E-21	7.79127E-19	Etv1	FOXG1_unique
ENSMUSG00000004187	8866.904937	-0.944817758	0.195519234	1.39212E-07	2.79377E-06	Kifc2	FOXG1_unique
ENSMUSG00000004207	97787.69961	-0.027091847	0.124192531	0.795081701	0.884435926	Psap	FOXG1_unique
ENSMUSG00000004231	155.0053362	-0.39645683	0.276429647	0.045815419	0.127360191	Pax2	FOXG1_unique
ENSMUSG00000004233	427.1603115	-0.302815307	0.125952926	0.008966082	0.036159264	Wars2	FOXG1_unique
ENSMUSG00000004263	848.7278847	0.371005898	0.111433572	0.00038097	0.002703135	Atn1	FOXG1_unique
ENSMUSG00000004264	4461.510272	0.186706784	0.082856249	0.01946762	0.066220025	Phb2	FOXG1_unique
ENSMUSG00000004267	7208.591129	-0.294302223	0.152728208	0.029160279	0.090564946	Eno2	FOXG1_unique
ENSMUSG00000004270	2025.266206	-0.487478811	0.182360274	0.001947312	0.010541123	Lpcat3	FOXG1_unique
