.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	DIV11	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	FOXG1_unique
ENSMUSG00000001020	77.19143583	-0.131906824	0.298880559	0.389606367	0.570372646	S100a4	chr3	90604479	90604727	DIV11	Promoter (<=1kb)	3	90604911	90605833	923	1	ENSMUST00000142476	-184	ENSMUSG00000001020	FOXG1_unique
ENSMUSG00000001021	20.26094662	0.087095152	0.299484559	0.539804293	0.70012984	S100a3	chr3	90597939	90598180	DIV11	Promoter (2-3kb)	3	90600215	90602702	2488	1	ENSMUST00000001047	-2035	ENSMUSG00000001021	FOXG1_unique
ENSMUSG00000001027	3.731851022	0.052272402	0.327894506	0.41676887	.	Scn4a	chr11	106354165	106354763	DIV11	Promoter (<=1kb)	11	106349455	106353288	3834	2	ENSMUST00000174877	-878	ENSMUSG00000001027	FOXG1_unique
ENSMUSG00000001029	3.886967011	-0.015774526	0.323883656	0.874037472	.	Icam2	chr11	106418612	106418908	DIV11	Exon (ENSMUST00000001059/ENSMUSG00000020715, exon 13 of 22)	11	106380688	106388075	7388	2	ENSMUST00000141146	-30538	ENSMUSG00000001029	FOXG1_unique
ENSMUSG00000001034	3054.794993	-0.319475184	0.114410597	0.002859089	0.014405513	Mapk7	chr11	61488099	61488659	DIV11	Promoter (2-3kb)	11	61489459	61490938	1480	2	ENSMUST00000153441	2279	ENSMUSG00000001034	FOXG1_unique
ENSMUSG00000001036	4050.281387	-0.125024787	0.125600979	0.280438906	0.460919615	Epn2	chr11	61569098	61569290	DIV11	Intron (ENSMUST00000108711/ENSMUSG00000001036, intron 1 of 9)	11	61546506	61579658	33153	2	ENSMUST00000147501	10368	ENSMUSG00000001036	FOXG1_unique
ENSMUSG00000001039	990.2600113	0.1945686	0.145474068	0.130603737	0.272847568	B9d1	chr11	61504626	61505547	DIV11	Promoter (<=1kb)	11	61505144	61512931	7788	1	ENSMUST00000102657	0	ENSMUSG00000001039	FOXG1_unique
ENSMUSG00000001052	3108.924731	-0.196686706	0.104191381	0.044969957	0.125819152	Sec24b	chr3	129982415	129982776	DIV11	Promoter (1-2kb)	3	129983612	129984282	671	2	ENSMUST00000164758	1506	ENSMUSG00000001052	FOXG1_unique
ENSMUSG00000001053	724.3174589	-0.022734079	0.110239496	0.826096897	0.90271792	N4bp3	chr11	51650632	51650837	DIV11	Promoter (<=1kb)	11	51645554	51650837	5284	2	ENSMUST00000156835	0	ENSMUSG00000001053	FOXG1_unique
ENSMUSG00000001054	2102.295329	-0.246120091	0.073828468	0.000603535	0.003985934	Rmnd5b	chr11	51623220	51623449	DIV11	Promoter (2-3kb)	11	51624039	51625834	1796	2	ENSMUST00000147009	2385	ENSMUSG00000001054	FOXG1_unique
ENSMUSG00000001056	1939.55513	-0.034589856	0.11296541	0.725286495	0.839204971	Nhp2	chr11	51619809	51620007	DIV11	Promoter (<=1kb)	11	51619771	51623429	3659	1	ENSMUST00000001083	39	ENSMUSG00000001056	FOXG1_unique
ENSMUSG00000001062	1861.662755	0.465679266	0.103469532	2.35855E-06	3.46234E-05	Vps9d1	chr8	123254205	123254461	DIV11	Promoter (<=1kb)	8	123242356	123254222	11867	2	ENSMUST00000149490	0	ENSMUSG00000001062	FOXG1_unique
ENSMUSG00000001065	1133.724235	-0.292430074	0.11277329	0.005537465	0.024597579	Zfp276	chr8	123254665	123255071	DIV11	Promoter (<=1kb)	8	123254686	123265070	10385	1	ENSMUST00000154450	0	ENSMUSG00000001065	FOXG1_unique
ENSMUSG00000001076	4.351797998	0.004627221	0.316379416	0.957151956	.	C1ql4	chr15	99088656	99088840	DIV11	Promoter (<=1kb)	15	99084686	99087817	3132	2	ENSMUST00000064462	-840	ENSMUSG00000001076	FOXG1_unique
ENSMUSG00000001082	1019.140302	-0.32907975	0.098384765	0.00043974	0.00305163	Mfsd10	chr5	34636492	34637149	DIV11	Promoter (<=1kb)	5	34633725	34636807	3083	2	ENSMUST00000137150	0	ENSMUSG00000001082	FOXG1_unique
ENSMUSG00000001089	2239.708501	0.168568558	0.115523496	0.117325588	0.252675325	Luzp1	chr4	136470609	136470856	DIV11	Promoter (<=1kb)	4	136469850	136540667	70818	1	ENSMUST00000129230	760	ENSMUSG00000001089	FOXG1_unique
ENSMUSG00000001100	4761.492685	0.037092369	0.098680977	0.693324558	0.816894548	Poldip2	chr11	78512398	78512689	DIV11	Promoter (<=1kb)	11	78512416	78522171	9756	1	ENSMUST00000133601	0	ENSMUSG00000001100	FOXG1_unique
ENSMUSG00000001105	2411.500286	0.269458686	0.13602596	0.029344796	0.090947737	Ift20	chr11	78535583	78536544	DIV11	Promoter (<=1kb)	11	78536361	78541737	5377	1	ENSMUST00000128788	0	ENSMUSG00000001105	FOXG1_unique
ENSMUSG00000001119	4783.879726	-0.038304162	0.138878472	0.758418073	0.860707266	Col6a1	chr10	76674424	76674709	DIV11	Distal Intergenic	10	76715016	76719236	4221	2	ENSMUST00000137599	44527	ENSMUSG00000001119	FOXG1_unique
ENSMUSG00000001120	3243.243221	0.125788901	0.133257556	0.289604079	0.470327626	Pcbp3	chr10	76760853	76761105	DIV11	Downstream (<1kb)	10	76762370	76788422	26053	2	ENSMUST00000173854	27317	ENSMUSG00000001120	FOXG1_unique
ENSMUSG00000001123	886.9747664	0.156529176	0.114937971	0.150875177	0.30122917	Lgals9	chr11	78980576	78980760	DIV11	Intron (ENSMUST00000108268/ENSMUSG00000001123, intron 1 of 9)	11	78963395	78984831	21437	2	ENSMUST00000073001	4071	ENSMUSG00000001123	FOXG1_unique
ENSMUSG00000001138	1208.234364	0.051765396	0.099099583	0.569279106	0.722829075	Cnnm3	chr1	36511445	36512056	DIV11	Promoter (<=1kb)	1	36511867	36528237	16371	1	ENSMUST00000001166	0	ENSMUSG00000001138	FOXG1_unique
ENSMUSG00000001150	2369.934392	-0.124209994	0.117130606	0.275186706	0.455395277	Mcm3ap	chr10	76468501	76469268	DIV11	Promoter (<=1kb)	10	76468971	76515856	46886	1	ENSMUST00000170795	0	ENSMUSG00000001150	FOXG1_unique
ENSMUSG00000001151	621.7243414	0.063992019	0.103115924	0.508184577	0.67304346	Pcnt	chr10	76442025	76443073	DIV11	Promoter (<=1kb)	10	76351254	76442912	91659	2	ENSMUST00000001179	0	ENSMUSG00000001151	FOXG1_unique
ENSMUSG00000001157	1542.960376	-0.097159211	0.094057225	0.270959297	0.450278126	Gmcl1	chr6	86728420	86728670	DIV11	Intron (ENSMUST00000001185/ENSMUSG00000001157, intron 1 of 13)	6	86720210	86733240	13031	2	ENSMUST00000113679	4570	ENSMUSG00000001157	FOXG1_unique
ENSMUSG00000001158	1325.288612	0.437396325	0.119094299	7.93859E-05	0.000715322	Snrnp27	chr6	86684268	86684718	DIV11	Promoter (<=1kb)	6	86675221	86684522	9302	2	ENSMUST00000001186	0	ENSMUSG00000001158	FOXG1_unique
ENSMUSG00000001166	238.5214447	0.963845847	0.242736915	6.40095E-06	8.14883E-05	Oas1c	chr5	120812220	120812454	DIV11	Promoter (<=1kb)	5	120803004	120812488	9485	2	ENSMUST00000125547	34	ENSMUSG00000001166	FOXG1_unique
ENSMUSG00000001175	61053.57153	-0.107864482	0.068481677	0.145005859	0.2929766	Calm1	chr12	100199485	100200040	DIV11	Promoter (<=1kb)	12	100199529	100203937	4409	1	ENSMUST00000153524	0	ENSMUSG00000001175	FOXG1_unique
ENSMUSG00000001211	9452.965862	-0.352743661	0.092431439	6.57866E-05	0.000612424	Agpat3	chr10	78292681	78292945	DIV11	Promoter (2-3kb)	10	78273611	78295394	21784	2	ENSMUST00000105387	2449	ENSMUSG00000001211	FOXG1_unique
ENSMUSG00000001227	4351.749462	-0.175761837	0.170018942	0.228253551	0.400797217	Sema6b	chr17	56138967	56139282	DIV11	Promoter (1-2kb)	17	56123085	56140343	17259	2	ENSMUST00000001256	1061	ENSMUSG00000001227	FOXG1_unique
ENSMUSG00000001228	694.7837895	-0.623970331	0.322601718	0.006084744	0.026579202	Uhrf1	chr17	56304229	56304434	DIV11	Promoter (<=1kb)	17	56304313	56323486	19174	1	ENSMUST00000113035	0	ENSMUSG00000001228	FOXG1_unique
ENSMUSG00000001229	1912.378162	-0.550707353	0.112482177	2.28149E-07	4.34988E-06	Dpp9	chr17	56218154	56218544	DIV11	Promoter (<=1kb)	17	56186682	56218889	32208	2	ENSMUST00000038794	345	ENSMUSG00000001229	FOXG1_unique
ENSMUSG00000001240	314.1694681	-1.139763083	0.163113256	2.46156E-13	1.66538E-11	Ramp2	chr11	101248670	101248912	DIV11	Promoter (1-2kb)	11	101247093	101248064	972	1	ENSMUST00000107282	1578	ENSMUSG00000001240	FOXG1_unique
ENSMUSG00000001248	5328.255355	-0.329628442	0.104076513	0.000816642	0.005144771	Gramd1a	chr7	31151127	31151342	DIV11	Promoter (<=1kb)	7	31130127	31151050	20924	2	ENSMUST00000001280	-78	ENSMUSG00000001248	FOXG1_unique
ENSMUSG00000001249	53.32058806	-0.049396896	0.251225034	0.760609307	0.862222789	Hpn	chr7	31097749	31097933	DIV11	Promoter (1-2kb)	7	31098733	31099285	553	2	ENSMUST00000171225	1352	ENSMUSG00000001249	FOXG1_unique
ENSMUSG00000001260	371.9923226	-0.595798614	0.152954638	2.00992E-05	0.000223643	Gabrg1	chr5	70842453	70842637	DIV11	Promoter (<=1kb)	5	70751047	70842617	91571	2	ENSMUST00000031119	0	ENSMUSG00000001260	FOXG1_unique
ENSMUSG00000001270	60173.78622	0.03742876	0.170514314	0.799993237	0.887034817	Ckb	chr12	111668458	111668821	DIV11	Downstream (<1kb)	12	111669355	111672338	2984	2	ENSMUST00000001304	3517	ENSMUSG00000001270	FOXG1_unique
ENSMUSG00000001280	1592.68917	-0.192071204	0.077032207	0.010182934	0.040106161	Sp1	chr15	102405064	102405796	DIV11	Promoter (<=1kb)	15	102406143	102408235	2093	1	ENSMUST00000170884	-347	ENSMUSG00000001280	FOXG1_unique
ENSMUSG00000001288	687.884805	0.211866534	0.122849375	0.062279756	0.16082299	Rarg	chr15	102245823	102246268	DIV11	Promoter (<=1kb)	15	102234940	102246500	11561	2	ENSMUST00000063339	232	ENSMUSG00000001288	FOXG1_unique
ENSMUSG00000001289	5093.663496	0.275922134	0.100521248	0.003837317	0.018338078	Pfdn5	chr15	102315378	102315641	DIV11	Exon (ENSMUST00000064924/ENSMUSG00000058290, exon 18 of 31)	15	102326116	102331873	5758	1	ENSMUST00000166658	-10475	ENSMUSG00000001289	FOXG1_unique
ENSMUSG00000001300	3944.085397	-1.170017022	0.11983235	1.59729E-23	5.57098E-21	Efnb2	chr8	8177224	8177598	DIV11	Distal Intergenic	8	8620597	8639363	18767	2	ENSMUST00000152698	461765	ENSMUSG00000001300	FOXG1_unique
ENSMUSG00000001305	451.4794429	0.132982683	0.113640873	0.209641728	0.379188351	Rrp15	chr1	186738912	186739168	DIV11	Exon (ENSMUST00000162336/ENSMUSG00000001305, exon 3 of 4)	1	186721092	186749325	28234	2	ENSMUST00000162336	10157	ENSMUSG00000001305	FOXG1_unique
ENSMUSG00000001313	3647.951274	0.938901743	0.161460506	5.43905E-10	1.92018E-08	Rnd2	chr11	101465459	101465932	DIV11	Promoter (<=1kb)	11	101465484	101471105	5622	1	ENSMUST00000134980	0	ENSMUSG00000001313	FOXG1_unique
ENSMUSG00000001323	4501.274855	0.113859888	0.124073702	0.326590153	0.509101879	Srr	chr11	74925237	74925738	DIV11	Promoter (<=1kb)	11	74906509	74925675	19167	2	ENSMUST00000127499	0	ENSMUSG00000001323	FOXG1_unique
ENSMUSG00000001333	445.3583375	-0.088450537	0.220674404	0.589927805	0.738651249	Sync	chr4	129290742	129290926	DIV11	Intron (ENSMUST00000102599/ENSMUSG00000001333, intron 1 of 4)	4	129287631	129307363	19733	1	ENSMUST00000146448	3112	ENSMUSG00000001333	FOXG1_unique
ENSMUSG00000001334	456.6735022	0.463406981	0.153614481	0.000822137	0.005171332	Fndc5	chr4	129141662	129141888	DIV11	Intron (ENSMUST00000102600/ENSMUSG00000001334, intron 4 of 5)	4	129136999	129144593	7595	1	ENSMUST00000102600	4664	ENSMUSG00000001334	FOXG1_unique
ENSMUSG00000001349	1382.620634	0.125895502	0.312364517	0.378825713	0.560511075	Cnn1	chr9	22096890	22097074	DIV11	Promoter (2-3kb)	9	22099281	22109630	10350	1	ENSMUST00000001384	-2207	ENSMUSG00000001349	FOXG1_unique
ENSMUSG00000001366	2504.407093	-0.078039342	0.126102355	0.495485705	0.66233928	Fbxo9	chr9	78108662	78109289	DIV11	Promoter (<=1kb)	9	78081502	78109065	27564	2	ENSMUST00000001402	0	ENSMUSG00000001366	FOXG1_unique
ENSMUSG00000001376	2417.079422	-0.137947073	0.090521551	0.111834961	0.244497311	Vps50	chr6	3497830	3498106	DIV11	Promoter (<=1kb)	6	3498382	3603315	104934	1	ENSMUST00000001412	-276	ENSMUSG00000001376	FOXG1_unique
ENSMUSG00000001383	4699.007782	-0.497091972	0.158193171	0.000448233	0.003096937	Zmat2	chr18	36793671	36794105	DIV11	Promoter (<=1kb)	18	36793923	36799660	5738	1	ENSMUST00000001419	0	ENSMUSG00000001383	FOXG1_unique
ENSMUSG00000001415	3607.649853	-0.145659642	0.089332542	0.092158618	0.213621713	Smg5	chr3	88335960	88336492	DIV11	Promoter (<=1kb)	3	88336260	88362337	26078	1	ENSMUST00000001451	0	ENSMUSG00000001415	FOXG1_unique
ENSMUSG00000001416	10132.1921	-0.409858436	0.08772982	1.01147E-06	1.62647E-05	Cct3	chr3	88296090	88297744	DIV11	Promoter (<=1kb)	3	88297116	88321767	24652	1	ENSMUST00000001452	0	ENSMUSG00000001416	FOXG1_unique
ENSMUSG00000001419	4004.784232	0.155655993	0.151137215	0.241954269	0.417399228	Mef2d	chr3	88130241	88130446	DIV11	Distal Intergenic	3	88142372	88172086	29715	1	ENSMUST00000001455	-11926	ENSMUSG00000001419	FOXG1_unique
ENSMUSG00000001424	5523.993074	-0.085278128	0.08726305	0.288686682	0.469403013	Snd1	chr6	28479925	28480648	DIV11	Promoter (<=1kb)	6	28480348	28877723	397376	1	ENSMUST00000164915	0	ENSMUSG00000001424	FOXG1_unique
ENSMUSG00000001435	19534.58091	0.152820728	0.158782649	0.26780103	0.447012709	Col18a1	chr10	77176862	77177410	DIV11	Distal Intergenic	10	77052178	77166548	114371	2	ENSMUST00000081654	-10315	ENSMUSG00000001435	FOXG1_unique
ENSMUSG00000001445	2863.183208	0.063817907	0.071315456	0.346237142	0.528327008	Mrpl10	chr11	97041142	97041772	DIV11	Promoter (<=1kb)	11	97041560	97049213	7654	1	ENSMUST00000001485	0	ENSMUSG00000001445	FOXG1_unique
ENSMUSG00000001467	8305.176399	-0.950004715	0.130176571	3.62355E-14	2.85217E-12	Cyp51	chr5	4105691	4105909	DIV11	Promoter (<=1kb)	5	4081145	4104746	23602	2	ENSMUST00000001507	-946	ENSMUSG00000001467	FOXG1_unique
ENSMUSG00000001472	19471.96439	0.100115633	0.094421525	0.268021013	0.447121646	Tcf25	chr8	123355721	123356044	DIV11	Intron (ENSMUST00000127664/ENSMUSG00000092329, intron 1 of 15)	8	123373824	123401892	28069	1	ENSMUST00000057934	-17780	ENSMUSG00000001472	FOXG1_unique
ENSMUSG00000001473	2555.126941	-0.023145748	0.116775533	0.828628025	0.904187911	Tubb6	chr18	67368004	67368188	DIV11	Distal Intergenic	18	67390717	67402748	12032	1	ENSMUST00000001513	-22529	ENSMUSG00000001473	FOXG1_unique
ENSMUSG00000001493	12.99164264	-0.035554563	0.286493601	0.798998946	0.886612206	Meox1	chr11	101893491	101893801	DIV11	Promoter (<=1kb)	11	101877510	101894374	16865	2	ENSMUST00000057054	573	ENSMUSG00000001493	FOXG1_unique
ENSMUSG00000001494	3.353271294	0.095447003	0.342429333	0.151217789	.	Sost	chr11	101968784	101969091	DIV11	Promoter (1-2kb)	11	101962458	101967015	4558	2	ENSMUST00000001534	-1770	ENSMUSG00000001494	FOXG1_unique
ENSMUSG00000001496	199.6854974	0.55190726	0.38731238	0.019376483	0.065987689	Nkx2-1	chr12	56533725	56533957	DIV11	Promoter (1-2kb)	12	56531935	56535096	3162	2	ENSMUST00000178477	1139	ENSMUSG00000001496	FOXG1_unique
ENSMUSG00000001497	3.45798442	-0.017296741	0.321410581	0.862186609	.	Pax9	chr12	56696077	56696355	DIV11	Promoter (<=1kb)	12	56695729	56710346	14618	1	ENSMUST00000152848	349	ENSMUSG00000001497	FOXG1_unique
ENSMUSG00000001504	22.30673828	-0.280093998	0.395669298	0.130327898	0.272327555	Irx2	chr13	72636255	72636512	DIV11	Distal Intergenic	13	72632597	72633772	1176	1	ENSMUST00000172353	3659	ENSMUSG00000001504	FOXG1_unique
ENSMUSG00000001506	14392.32931	0.171649191	0.179929313	0.262152941	0.44067574	Col1a1	chr11	94937254	94937676	DIV11	Promoter (<=1kb)	11	94937686	94938103	418	1	ENSMUST00000139974	-10	ENSMUSG00000001506	FOXG1_unique
ENSMUSG00000001507	6759.398585	-0.61205668	0.147245255	6.99228E-06	8.84596E-05	Itga3	chr11	95076896	95077328	DIV11	Promoter (<=1kb)	11	95044474	95076801	32328	2	ENSMUST00000120375	-96	ENSMUSG00000001507	FOXG1_unique
ENSMUSG00000001518	557.1298998	0.416391341	0.137500923	0.000933828	0.005726098	Itfg2	chr6	128421152	128421519	DIV11	Intron (ENSMUST00000001559/ENSMUSG00000001518, intron 1 of 11)	6	128409533	128424918	15386	2	ENSMUST00000142615	3399	ENSMUSG00000001518	FOXG1_unique
ENSMUSG00000001521	2616.504445	-0.226388944	0.127916624	0.054562661	0.145747797	Tulp3	chr6	128338958	128339223	DIV11	Intron (ENSMUST00000001562/ENSMUSG00000001521, intron 1 of 10)	6	128323008	128325547	2540	2	ENSMUST00000128708	-13412	ENSMUSG00000001521	FOXG1_unique
ENSMUSG00000001524	569.7466383	0.029710961	0.122189581	0.79374099	0.883540774	Gtf2h4	chr17	35673751	35674045	DIV11	Promoter (<=1kb)	17	35667730	35673739	6010	2	ENSMUST00000001565	-13	ENSMUSG00000001524	FOXG1_unique
ENSMUSG00000001525	45403.7071	-0.350441466	0.108704645	0.000885678	0.005492223	Tubb5	chr17	35835957	35836689	DIV11	Promoter (<=1kb)	17	35835605	35837060	1456	2	ENSMUST00000173253	371	ENSMUSG00000001525	FOXG1_unique
ENSMUSG00000001542	330.9797033	-0.55822822	0.169115776	0.000223837	0.001719715	Ell2	chr13	75708549	75708738	DIV11	Promoter (1-2kb)	13	75707484	75772356	64873	1	ENSMUST00000001583	1066	ENSMUSG00000001542	FOXG1_unique
ENSMUSG00000001552	2683.455718	-0.480954272	0.164816848	0.000955592	0.005838315	Jup	chr11	100397227	100397510	DIV11	Promoter (<=1kb)	11	100370619	100397749	27131	2	ENSMUST00000001592	239	ENSMUSG00000001552	FOXG1_unique
ENSMUSG00000001569	1200.485277	0.168953641	0.080806064	0.030796686	0.094463405	Nom1	chr5	29434328	29435277	DIV11	Promoter (<=1kb)	5	29434664	29453506	18843	1	ENSMUST00000001611	0	ENSMUSG00000001569	FOXG1_unique
ENSMUSG00000001576	10069.88057	-0.117332832	0.085657099	0.155138067	0.307524542	Ergic1	chr17	26560730	26561021	DIV11	Promoter (<=1kb)	17	26561489	26656931	95443	1	ENSMUST00000167662	-468	ENSMUSG00000001576	FOXG1_unique
ENSMUSG00000001627	2163.345892	0.543659486	0.138627467	2.05809E-05	0.000227877	Ifrd1	chr12	40202976	40203230	DIV11	Promoter (1-2kb)	12	40203320	40204642	1323	2	ENSMUST00000170119	1412	ENSMUSG00000001627	FOXG1_unique
ENSMUSG00000001630	1036.508935	0.190695376	0.123541139	0.095588002	0.219085621	Stk38l	chr6	146724603	146724938	DIV11	Promoter (<=1kb)	6	146724995	146778812	53818	1	ENSMUST00000001675	-57	ENSMUSG00000001630	FOXG1_unique
ENSMUSG00000001642	2900.159554	-0.011303491	0.086147954	0.89204792	0.941326937	Akr1b3	chr6	34316855	34317163	DIV11	Promoter (<=1kb)	6	34309793	34317430	7638	2	ENSMUST00000126991	267	ENSMUSG00000001642	FOXG1_unique
ENSMUSG00000001655	33.34760989	0.185965354	0.279409177	0.293700886	0.474732339	Hoxc13	chr15	102913171	102913417	DIV11	Distal Intergenic	15	102921103	102928814	7712	1	ENSMUST00000001700	-7686	ENSMUSG00000001655	FOXG1_unique
ENSMUSG00000001666	774.753368	0.103317776	0.161196606	0.459700838	0.632776828	Ddt	chr10	75772877	75773361	DIV11	Promoter (<=1kb)	10	75771230	75773034	1805	2	ENSMUST00000172820	0	ENSMUSG00000001666	FOXG1_unique
ENSMUSG00000001672	10.18256383	0.093790728	0.308351723	0.490564317	0.658036917	Marveld3	chr8	109944168	109944597	DIV11	3' UTR	8	109959625	109962053	2429	2	ENSMUST00000155052	17456	ENSMUSG00000001672	FOXG1_unique
ENSMUSG00000001674	989.4485103	0.128812227	0.098036361	0.169467977	0.327772034	Ddx18	chr1	121549571	121549818	DIV11	Distal Intergenic	1	121555146	121559215	4070	2	ENSMUST00000148809	9397	ENSMUSG00000001674	FOXG1_unique
ENSMUSG00000001687	4804.665025	0.106967535	0.098726428	0.263377028	0.442218949	Ubl3	chr5	148509793	148510043	DIV11	Intron (ENSMUST00000079324/ENSMUSG00000001687, intron 2 of 4)	5	148504631	148552788	48158	2	ENSMUST00000079324	42745	ENSMUSG00000001687	FOXG1_unique
ENSMUSG00000001700	936.9740043	0.198403025	0.174040295	0.17883114	0.340381551	Gramd3	chr18	56332874	56333193	DIV11	Distal Intergenic	18	56432132	56503792	71661	1	ENSMUST00000070166	-98939	ENSMUSG00000001700	FOXG1_unique
ENSMUSG00000001707	1286.153698	-0.438308551	0.122140358	0.000117698	0.001001646	Eef1e1	chr13	38658584	38659331	DIV11	Promoter (<=1kb)	13	38645698	38659028	13331	2	ENSMUST00000001757	0	ENSMUSG00000001707	FOXG1_unique
ENSMUSG00000001729	7728.220017	-0.312797473	0.080867194	6.2502E-05	0.00058562	Akt1	chr12	112674634	112674818	DIV11	Promoter (<=1kb)	12	112658425	112674884	16460	2	ENSMUST00000144550	66	ENSMUSG00000001729	FOXG1_unique
ENSMUSG00000001741	269.2806938	-2.069566869	0.226344191	3.12782E-21	8.55036E-19	Il16	chr7	83695935	83696119	DIV11	Intron (ENSMUST00000001792/ENSMUSG00000001741, intron 2 of 18)	7	83722510	83732407	9898	2	ENSMUST00000131916	36288	ENSMUSG00000001741	FOXG1_unique
ENSMUSG00000001751	1275.464868	-0.140922125	0.159778855	0.312045176	0.494582924	Naglu	chr11	101058060	101058697	DIV11	Intron (ENSMUST00000103110/ENSMUSG00000019302, intron 20 of 20)	11	101070012	101077672	7661	1	ENSMUST00000001802	-11315	ENSMUSG00000001751	FOXG1_unique
ENSMUSG00000001755	1674.374154	-0.523684001	0.101573232	9.25194E-08	1.95976E-06	Coasy	chr11	101081803	101082492	DIV11	Promoter (<=1kb)	11	101082565	101086619	4055	1	ENSMUST00000001806	-73	ENSMUSG00000001755	FOXG1_unique
ENSMUSG00000001761	2716.375628	-0.116020999	0.13514924	0.351786621	0.533775244	Smo	chr6	29723863	29724105	DIV11	Distal Intergenic	6	29735694	29761365	25672	1	ENSMUST00000001812	-11589	ENSMUSG00000001761	FOXG1_unique
ENSMUSG00000001763	927.3805191	-0.591324067	0.24088698	0.002247028	0.011852705	Tspan33	chr6	29672614	29672938	DIV11	Distal Intergenic	6	29694222	29718559	24338	1	ENSMUST00000046750	-21284	ENSMUSG00000001763	FOXG1_unique
ENSMUSG00000001767	1010.348419	0.246637763	0.100741182	0.009745229	0.038699695	Crnkl1	chr2	145934310	145935270	DIV11	Promoter (<=1kb)	2	145917479	145935014	17536	2	ENSMUST00000001818	0	ENSMUSG00000001767	FOXG1_unique
ENSMUSG00000001768	1520.694903	0.383929018	0.153854624	0.005007964	0.022694019	Rin2	chr2	145771475	145771828	DIV11	Distal Intergenic	2	145784734	145822302	37569	1	ENSMUST00000142847	-12906	ENSMUSG00000001768	FOXG1_unique
ENSMUSG00000001774	2027.957226	-0.284135229	0.089184842	0.000887557	0.005497366	Chordc1	chr9	18291511	18292518	DIV11	Promoter (<=1kb)	9	18292267	18314000	21734	1	ENSMUST00000001825	0	ENSMUSG00000001774	FOXG1_unique
ENSMUSG00000001783	5845.219045	-0.016702911	0.073377386	0.817450523	0.89739006	Rtcb	chr10	85957414	85958062	DIV11	Promoter (<=1kb)	10	85938637	85957823	19187	2	ENSMUST00000001834	0	ENSMUSG00000001783	FOXG1_unique
ENSMUSG00000001785	1575.838843	-0.094171993	0.109684159	0.359103908	0.541165178	Pwp1	chr10	85801106	85801534	DIV11	Distal Intergenic	10	85871831	85889096	17266	1	ENSMUST00000001836	-70297	ENSMUSG00000001785	FOXG1_unique
ENSMUSG00000001786	782.6944229	-0.205266522	0.114385577	0.055420699	0.147513857	Fbxo7	chr10	86021690	86022077	DIV11	Promoter (<=1kb)	10	86021972	86051873	29902	1	ENSMUST00000130320	0	ENSMUSG00000001786	FOXG1_unique
ENSMUSG00000001794	11286.98095	-0.573040055	0.144703596	1.80853E-05	0.000203474	Capns1	chr7	30194109	30195777	DIV11	Promoter (<=1kb)	7	30186942	30195164	8223	2	ENSMUST00000001845	0	ENSMUSG00000001794	FOXG1_unique
