geneId	Chrom	Start	End	cluster_1	annotation	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol
ENSMUSG00000002799	chr12	112920482	112920541	cluster_5	Intron (ENSMUST00000075827/ENSMUSG00000002799, intron 3 of 25)	2428.342301	-0.225874186	0.125153885	0.055567771	0.147846961	Jag2
ENSMUSG00000002804	chr12	112934290	112942142	cluster_5	Promoter (<=1kb)	678.3244425	0.093881224	0.134630526	0.442981227	0.618644614	Nudt14
ENSMUSG00000002831	chr17	56100590	56109802	cluster_5	Promoter (<=1kb)	69.14038559	0.092204664	0.274000292	0.567801071	0.721802795	Plin4
ENSMUSG00000002835	chr17	56040415	56068026	cluster_5	Promoter (<=1kb)	698.6289354	0.216342133	0.163683854	0.128112889	0.26925669	Chaf1a
ENSMUSG00000002845	chr16	38558697	38592162	cluster_5	Promoter (<=1kb)	568.3961154	0.045469901	0.127383249	0.695150819	0.818283731	Tmem39a
ENSMUSG00000002847	chr16	38396116	38433145	cluster_5	Promoter (<=1kb)	169.3854825	-1.24551187	0.698208337	0.000830452	0.005217147	Pla1a
ENSMUSG00000002885	chr8	83723250	83741311	cluster_5	Promoter (<=1kb)	970.8242098	-0.066363087	0.102872618	0.495085481	0.661997456	Adgre5
ENSMUSG00000002885	chr8	83723877	83723984	cluster_5	Promoter (<=1kb)	970.8242098	-0.066363087	0.102872618	0.495085481	0.661997456	Adgre5
ENSMUSG00000002944	chr5	17781689	17835896	cluster_5	Promoter (<=1kb)	39.2721237	-1.13022841	1.36368118	0.001985326	0.010705174	Cd36
ENSMUSG00000002980	chr7	19756137	19770532	cluster_5	Promoter (<=1kb)	2505.64371	-0.155621813	0.152744166	0.25895427	0.437151459	Bcam
ENSMUSG00000002985	chr7	19696243	19699188	cluster_5	Promoter (<=1kb)	62262.59503	0.04223444	0.225565472	0.799630079	0.886868146	Apoe
ENSMUSG00000003051	chr1	135253573	135258472	cluster_5	Promoter (<=1kb)	11.63461775	-0.015056906	0.321356133	0.74544743	0.852506319	Elf3
ENSMUSG00000003062	chr13	19462846	19504367	cluster_5	Distal Intergenic	2808.064656	-0.181024064	0.076258751	0.015288044	0.054931056	Stard3nl
ENSMUSG00000003068	chr10	79697304	80369637	cluster_5	Promoter (<=1kb)	3908.748953	-0.069573872	0.079757455	0.381302233	0.562737959	Stk11
ENSMUSG00000003070	chr10	80179481	80190010	cluster_5	Promoter (<=1kb)	388.4470006	-0.482046144	0.144914003	0.000269576	0.002001927	Efna2
ENSMUSG00000003154	chr6	122831376	122831437	cluster_5	Exon (ENSMUST00000003238/ENSMUSG00000003154, exon 3 of 11)	2469.831898	0.629214873	0.11103423	2.96842E-09	9.02979E-08	Foxj2
ENSMUSG00000003161	chr5	8046077	8069314	cluster_5	Promoter (<=1kb)	3307.300538	-0.168004977	0.155602458	0.221337885	0.392989781	Sri
ENSMUSG00000003206	chr17	55952622	55957022	cluster_5	Promoter (<=1kb)	73.34358493	-0.717523765	0.271038544	0.001076364	0.006462977	Ebi3
ENSMUSG00000003227	chr10	58600787	58675696	cluster_5	Promoter (<=1kb)	59.96992166	0.050311846	0.286585305	0.730230347	0.842416217	Edar
ENSMUSG00000003233	chr16	20517063	20532187	cluster_5	Promoter (<=1kb)	3875.014163	0.041354954	0.155550537	0.729853643	0.842273338	Dvl3
ENSMUSG00000003271	chr7	45729982	45759555	cluster_5	Promoter (<=1kb)	109.78187	-0.11928059	0.288913564	0.433329798	0.610124848	Sult2b1
ENSMUSG00000003279	chr17	70424791	70821413	cluster_5	Promoter (<=1kb)	5217.042975	-0.380966679	0.172567576	0.010527778	0.041176801	Dlgap1
ENSMUSG00000003283	chr2	153108467	153151441	cluster_5	Promoter (<=1kb)	123.3266055	-0.321280231	0.332627003	0.095312548	0.218560737	Hck
ENSMUSG00000003309	chr9	21295456	21312333	cluster_5	Promoter (<=1kb)	4.687439621	0.082778474	0.322448196	0.433274172	0.610110731	Ap1m2
ENSMUSG00000003341	chr10	80519584	80539124	cluster_5	Promoter (<=1kb)	10.91128446	0.097240356	0.303626951	0.496700234	0.663349115	Atp8b3
ENSMUSG00000003355	chr15	98724367	98728198	cluster_5	Promoter (<=1kb)	129.7402188	0.060275367	0.190744023	0.699204848	0.821292032	Fkbp11
ENSMUSG00000003379	chr7	24897510	24902197	cluster_5	Promoter (<=1kb)	2.504392859	-0.025941742	0.322689311	0.650309574	.	Cd79a
ENSMUSG00000003411	chr4	108879069	108943324	cluster_5	Promoter (<=1kb)	2964.946759	0.433808699	0.170175542	0.003272549	0.016083671	Rab3b
ENSMUSG00000003420	chr7	45092992	45103822	cluster_5	Promoter (<=1kb)	884.9976111	0.486079851	0.190362087	0.002945289	0.014758546	Fcgrt
ENSMUSG00000003436	chr7	28293554	28301785	cluster_5	Promoter (<=1kb)	95.54431197	-0.676588405	0.244738247	0.000847056	0.00530006	Dll3
ENSMUSG00000003476	chr6	55090048	55133016	cluster_5	Promoter (<=1kb)	40.2539469	-0.134056829	0.321755019	0.299375799	0.480373843	Crhr2
ENSMUSG00000003477	chr6	55170626	55174990	cluster_5	Promoter (<=1kb)	422.8211813	0.598222487	0.215035102	0.000981392	0.005979693	Inmt
ENSMUSG00000003526	chr16	18071725	18089190	cluster_5	Promoter (<=1kb)	295.3482612	0.601338343	0.427788581	0.014585996	0.053030324	Prodh
ENSMUSG00000003559	chr19	46707442	46741095	cluster_5	Promoter (<=1kb)	56.08072321	0.295125679	0.360936559	0.123164845	0.261739851	As3mt
ENSMUSG00000003665	chr17	17843325	17855188	cluster_5	Promoter (<=1kb)	1.836140386	-0.025188763	0.326197606	0.629134165	.	Has1
ENSMUSG00000003721	chr1	121087404	121120975	cluster_5	Distal Intergenic	1451.069374	0.209100901	0.094516759	0.020001443	0.067671715	Insig2
ENSMUSG00000003808	chr8	84867946	84868008	cluster_5	Promoter (<=1kb)	2302.9121	-0.132216783	0.07975914	0.086477443	0.204125111	Farsa
ENSMUSG00000003810	chr4	116306759	116464181	cluster_5	Promoter (<=1kb)	7182.725625	-0.368377663	0.180864307	0.016756763	0.058763155	Mast2
ENSMUSG00000003849	chr8	107388224	107403205	cluster_5	Promoter (<=1kb)	382.4629598	-0.175576596	0.199078716	0.265944245	0.445162278	Nqo1
ENSMUSG00000003923	chr10	71201744	71204488	cluster_5	Distal Intergenic	1432.948772	0.333970881	0.100800473	0.000480476	0.003291417	Tfam
ENSMUSG00000003992	chr13	91368989	91388085	cluster_5	Distal Intergenic	4180.657943	-0.25109334	0.100729895	0.008578422	0.034951239	Ssbp2
ENSMUSG00000004043	chr11	100859350	100885169	cluster_5	Promoter (<=1kb)	58.83471123	-0.001713858	0.240540101	0.989779054	0.994263736	Stat5a
ENSMUSG00000004044	chr11	100956735	100970617	cluster_5	Promoter (<=1kb)	9015.532886	-0.035948328	0.184252408	0.810958476	0.893818374	Ptrf
ENSMUSG00000004069	chr16	4626883	4679720	cluster_5	Promoter (<=1kb)	3138.734464	0.109526446	0.098170562	0.251647851	0.429221245	Dnaja3
ENSMUSG00000004069	chr16	4639944	4651166	cluster_5	Promoter (<=1kb)	3138.734464	0.109526446	0.098170562	0.251647851	0.429221245	Dnaja3
ENSMUSG00000004070	chr16	4726360	4766249	cluster_5	Promoter (<=1kb)	2631.296692	-0.021183153	0.096829791	0.872074762	0.930393985	Hmox2
ENSMUSG00000004085	chr2	72285636	72442610	cluster_5	Promoter (<=1kb)	2109.839313	0.320060322	0.145664295	0.014171796	0.051819056	Map3k20
ENSMUSG00000004098	chr9	20770056	20815067	cluster_5	Promoter (<=1kb)	2537.163252	-0.085560508	0.141661234	0.475302699	0.645511803	Col5a3
ENSMUSG00000004105	chr2	33215960	33247714	cluster_5	Promoter (<=1kb)	2783.261876	0.478346859	0.159950291	0.000602989	0.003983629	Angptl2
ENSMUSG00000004151	chr12	38552808	38614521	cluster_5	Exon (ENSMUST00000040500/ENSMUSG00000036095, exon 23 of 25)	1707.113664	-2.729073699	0.304498707	2.81162E-21	7.79127E-19	Etv1
ENSMUSG00000004231	chr19	44757393	44837869	cluster_5	Promoter (<=1kb)	155.0053362	-0.39645683	0.276429647	0.045815419	0.127360191	Pax2
ENSMUSG00000004347	chr6	56069803	56362392	cluster_5	Promoter (<=1kb)	369.6873147	0.179983389	0.246652669	0.290204394	0.471075645	Pde1c
ENSMUSG00000004366	chr16	23889580	23890844	cluster_5	Promoter (<=1kb)	1148.729003	1.107082543	0.169190633	5.99757E-12	3.11889E-10	Sst
ENSMUSG00000004371	chr7	4772377	4778141	cluster_5	Promoter (<=1kb)	26.63216825	-1.92029011	0.508787929	8.69594E-06	0.000107262	Il11
ENSMUSG00000004540	chr7	18813936	18821591	cluster_5	Promoter (<=1kb)	6.105480331	-0.058820932	0.304782697	0.63695411	0.775381843	Psg17
ENSMUSG00000004562	chr14	51984832	52006247	cluster_5	Promoter (<=1kb)	3325.111227	0.018467175	0.078322054	0.80827118	0.892316645	Arhgef40
ENSMUSG00000004562	chr14	51986388	51988829	cluster_5	Promoter (1-2kb)	3325.111227	0.018467175	0.078322054	0.80827118	0.892316645	Arhgef40
ENSMUSG00000004609	chr7	43527455	43533171	cluster_5	Promoter (<=1kb)	9.652527673	0.069757284	0.321752297	0.485616624	0.654330966	Cd33
ENSMUSG00000004610	chr7	43457496	43457569	cluster_5	Promoter (<=1kb)	341.3265581	-0.005967701	0.191612365	0.969313506	0.983905009	Etfb
ENSMUSG00000004630	chr8	3623370	3625282	cluster_5	Promoter (<=1kb)	2.417900585	0.061504735	0.330205077	0.34564075	.	Pcp2
ENSMUSG00000004651	chr7	87424770	87493512	cluster_5	Promoter (<=1kb)	1.358797211	-0.082037821	0.338813944	0.175963056	.	Tyr
ENSMUSG00000004655	chr6	55336298	55348555	cluster_5	Promoter (<=1kb)	1165.581525	0.177594882	0.249070583	0.295933559	0.477007169	Aqp1
ENSMUSG00000004661	chr9	57790504	57834234	cluster_5	Promoter (<=1kb)	154.1453844	-0.411015343	0.16270719	0.004430764	0.020557322	Arid3b
ENSMUSG00000004668	chr11	9191941	9684259	cluster_5	Promoter (<=1kb)	31.82933519	-0.151765436	0.265415458	0.377695213	0.559695002	Abca13
ENSMUSG00000004698	chr12	34047581	34917095	cluster_5	Promoter (<=1kb)	2634.442411	-0.428369596	0.377862031	0.042107738	0.119853303	Hdac9
ENSMUSG00000004707	chr1	171588612	171607334	cluster_5	Promoter (<=1kb)	9.598438167	-0.191759227	0.388675393	0.092839222	0.214629173	Ly9
ENSMUSG00000004709	chr1	171559192	171585316	cluster_5	Promoter (<=1kb)	7.572476347	-0.048606116	0.322641374	0.539092523	0.699506264	Cd244
ENSMUSG00000004730	chr17	57358685	57483529	cluster_5	Promoter (<=1kb)	75.6581184	-0.588432344	0.43086082	0.019724589	0.06688044	Adgre1
ENSMUSG00000004788	chr12	85245922	85245985	cluster_5	Intron (ENSMUST00000019378/ENSMUSG00000021245, intron 7 of 11)	1996.134059	0.228320082	0.085578526	0.005646146	0.025030875	Eif2b2
ENSMUSG00000004791	chr12	85166638	85177313	cluster_5	Promoter (<=1kb)	223.810073	-0.171902897	0.174159674	0.245505938	0.421483461	Pgf
ENSMUSG00000004837	chr11	61653320	61672777	cluster_5	Promoter (<=1kb)	16.86653159	0.076879339	0.304543889	0.557389696	0.7139849	Grap
ENSMUSG00000004864	chr17	28769316	28778704	cluster_5	Promoter (<=1kb)	93.89651756	0.021070151	0.2117287	0.898223904	0.944029739	Mapk13
ENSMUSG00000004872	chr1	78101266	78197136	cluster_5	Promoter (<=1kb)	2.069715593	0.009820721	0.31856893	0.90165766	.	Pax3
ENSMUSG00000004885	chr3	87948692	87953372	cluster_5	Promoter (<=1kb)	45.67731439	0.482895595	0.326505019	0.029194061	0.090591604	Crabp2
ENSMUSG00000004891	chr3	87971092	87980451	cluster_5	Promoter (<=1kb)	15202.62466	-0.6222592	0.235021918	0.001182943	0.006976602	Nes
ENSMUSG00000004892	chr3	87987530	88000356	cluster_5	Promoter (<=1kb)	2889.048846	-0.448733187	0.271328141	0.022360359	0.073837365	Bcan
ENSMUSG00000004894	chr3	88021749	88027511	cluster_5	Promoter (<=1kb)	16.04700272	0.282644527	0.39516076	0.116601645	0.251410646	Hapln2
ENSMUSG00000004939	chr10	81198169	81202037	cluster_5	Promoter (<=1kb)	3.782749241	0.021580656	0.311608222	0.833118552	.	Nmrk2
ENSMUSG00000004947	chr5	135994799	136032880	cluster_5	Promoter (<=1kb)	752.9918607	0.031555364	0.091195377	0.726422247	0.839798585	Dtx2
ENSMUSG00000004948	chr5	135980104	135988624	cluster_5	Promoter (<=1kb)	7.997589027	0.082828987	0.327465076	0.390761244	0.571562488	Zp3
ENSMUSG00000004951	chr5	135887918	135889563	cluster_5	Promoter (<=1kb)	905.2335218	0.017435632	0.178843034	0.909212581	0.95012198	Hspb1
ENSMUSG00000005054	chr10	78434798	78434902	cluster_5	Downstream (1-2kb)	1619.647266	0.289408509	0.083256912	0.000310473	0.002264895	Cstb
ENSMUSG00000005054	chr10	78445094	78445157	cluster_5	Intron (ENSMUST00000041616/ENSMUSG00000032788, intron 7 of 10)	1619.647266	0.289408509	0.083256912	0.000310473	0.002264895	Cstb
ENSMUSG00000005107	chr5	38349272	38502152	cluster_5	Promoter (<=1kb)	633.5867114	-0.186184765	0.144858929	0.148860844	0.298178633	Slc2a9
ENSMUSG00000005124	chr15	66891392	66923199	cluster_5	Promoter (<=1kb)	1119.108615	-0.393042642	0.192457231	0.014632416	0.053151218	Wisp1
ENSMUSG00000005131	chr9	53400804	53400886	cluster_5	3' UTR	90.8295855	-0.184676465	0.27114137	0.293416348	0.474461975	RP23-49M18.5
ENSMUSG00000005202	chr11	69614815	69617905	cluster_5	Promoter (<=1kb)	1.023681677	-0.021482139	0.329491746	0.399313342	.	Shbg
ENSMUSG00000005220	chr5	72300024	72504540	cluster_5	Promoter (<=1kb)	1.690226009	0.000226383	0.328412293	0.971959349	.	Corin
ENSMUSG00000005233	chr2	69193894	69206213	cluster_5	Promoter (<=1kb)	840.1587788	0.39315398	0.179134093	0.010203787	0.040150537	Spc25
ENSMUSG00000005251	chr16	97741941	97763755	cluster_5	Promoter (<=1kb)	52.15561692	0.83289038	0.295484926	0.000528218	0.003570102	Ripk4
ENSMUSG00000005267	chr11	62711485	62729093	cluster_5	Promoter (<=1kb)	717.459548	-0.261367943	0.120841093	0.019371989	0.065983493	Zfp287
ENSMUSG00000005320	chr13	55152817	55168759	cluster_5	Promoter (<=1kb)	33.66211122	-0.103014318	0.290741319	0.503162719	0.668712873	Fgfr4
ENSMUSG00000005364	chr6	106710378	106749037	cluster_5	Promoter (<=1kb)	3.183163095	-0.014181595	0.321317453	0.902781202	.	Il5ra
ENSMUSG00000005373	chr5	135106890	135138382	cluster_5	Promoter (<=1kb)	20.63935632	0.076674038	0.291877653	0.602645137	0.74873532	Mlxipl
ENSMUSG00000005397	chr13	13437601	13512275	cluster_5	Promoter (<=1kb)	5220.257937	0.329875561	0.213561435	0.056290143	0.149249304	Nid1
ENSMUSG00000005417	chr11	59725916	59740154	cluster_5	Promoter (<=1kb)	14055.89196	-0.106865931	0.086031655	0.196698982	0.362817881	Mprip
ENSMUSG00000005470	chr8	83955693	83970195	cluster_5	Promoter (<=1kb)	267.2710458	-0.218413431	0.233514685	0.208937951	0.378232404	Asf1b
ENSMUSG00000005553	chr7	30712208	30725534	cluster_5	Promoter (<=1kb)	120.9000544	-0.460157227	0.374385046	0.039491411	0.113977993	Atp4a
ENSMUSG00000005580	chr16	4284885	4420498	cluster_5	Promoter (<=1kb)	1049.398451	-0.679592665	0.183084392	3.32775E-05	0.000343806	Adcy9
ENSMUSG00000005583	chr13	83504033	83667079	cluster_5	Promoter (<=1kb)	3030.109504	-0.203417723	0.200841227	0.207133272	0.375995958	Mef2c
ENSMUSG00000005628	chr3	95124513	95129208	cluster_5	Promoter (<=1kb)	11.90370035	-0.052850216	0.297814763	0.686249504	0.81210018	Tmod4
ENSMUSG00000005640	chr3	87796950	87816101	cluster_5	Promoter (<=1kb)	7.672290262	-0.002620233	0.304936359	0.978291181	0.988751051	Insrr
ENSMUSG00000005649	chr7	13398154	13408878	cluster_5	Promoter (<=1kb)	3.479801777	0.028546515	0.315748708	0.758962085	.	Cabp5
ENSMUSG00000005656	chr12	54746356	54795662	cluster_5	Promoter (<=1kb)	2805.85861	-0.414635709	0.107031041	3.36656E-05	0.000347106	Snx6
ENSMUSG00000005677	chr1	171213969	171218845	cluster_5	Promoter (<=1kb)	7.870464476	-0.006458152	0.308535735	0.949597593	0.972529856	Nr1i3
ENSMUSG00000005686	chr7	110768205	110812408	cluster_5	Promoter (<=1kb)	417.2573537	-0.145369018	0.1668441	0.309891002	0.492093969	Ampd3
ENSMUSG00000005705	chr8	105566694	105579845	cluster_5	Promoter (<=1kb)	6.341764651	0.008008114	0.299582083	0.950103011	0.97275199	Agrp
ENSMUSG00000005716	chr15	78191117	78206351	cluster_5	Promoter (<=1kb)	112.0907898	-0.041685978	0.262588632	0.789075462	0.879896781	Pvalb
ENSMUSG00000005763	chr1	165788680	165862112	cluster_5	Promoter (<=1kb)	9.108095425	0.002437449	0.286555478	0.988416151	0.993830303	Cd247
ENSMUSG00000005800	chr9	7558428	7568486	cluster_5	Promoter (<=1kb)	2.206122895	-0.024166675	0.325334777	0.683554332	.	Mmp8
ENSMUSG00000005803	chr2	122765358	122809551	cluster_5	Promoter (<=1kb)	370.0431882	-0.156114006	0.206933958	0.332889174	0.515463495	Sqrdl
ENSMUSG00000005883	chr2	172979841	172993576	cluster_5	Promoter (<=1kb)	17.35263364	-0.328816606	0.452911631	0.076836353	0.18695244	Spo11
ENSMUSG00000005892	chr6	92242060	92244650	cluster_5	Promoter (<=1kb)	22.88528395	1.37942115	0.496425181	0.000304784	0.002225806	Trh
ENSMUSG00000005947	chr11	73090594	73134834	cluster_5	Promoter (<=1kb)	29.16480238	-0.344890032	0.437333809	0.067631464	0.17063069	Itgae
ENSMUSG00000005952	chr11	73234148	73261322	cluster_5	Promoter (<=1kb)	20.51158285	-0.407761468	0.40963695	0.061375274	0.158990961	Trpv1
ENSMUSG00000005958	chr16	21256012	21256066	cluster_5	Distal Intergenic	1180.249067	-0.512760935	0.147421888	0.000134707	0.001123241	Ephb3
ENSMUSG00000006007	chr1	150319416	150333906	cluster_5	Promoter (<=1kb)	4.135326515	0.350901134	0.657446623	0.008948593	.	Pdc
ENSMUSG00000006007	chr1	150320680	150346771	cluster_5	Promoter (1-2kb)	4.135326515	0.350901134	0.657446623	0.008948593	.	Pdc
ENSMUSG00000006056	chr11	96098915	96111962	cluster_5	Promoter (<=1kb)	26.94954675	1.577752727	0.659187001	0.000759052	0.004846863	Calcoco2
ENSMUSG00000006143	chr5	136057266	136064324	cluster_5	Promoter (<=1kb)	8.586092364	0.10999549	0.343485731	0.255457818	0.433235241	Upk3bl
ENSMUSG00000006154	chr7	4464734	4480487	cluster_5	Promoter (<=1kb)	133.3902386	0.063759779	0.199658762	0.68961692	0.814283917	Eps8l1
ENSMUSG00000006169	chr11	45851963	45910625	cluster_5	Promoter (<=1kb)	2813.980786	-0.076291698	0.080142268	0.277251957	0.457465729	Clint1
ENSMUSG00000006179	chr13	22002175	22009741	cluster_5	Promoter (<=1kb)	6.349609503	-0.242649622	0.432187627	0.062962839	0.162072216	Prss16
ENSMUSG00000006204	chr7	131174401	131250945	cluster_5	Promoter (<=1kb)	6.930395888	0.045997326	0.299484631	0.722631205	0.837240022	AC110885.1
ENSMUSG00000006216	chr4	141404356	141415988	cluster_5	Promoter (<=1kb)	1.836686076	-0.01938356	0.327234	0.613781519	.	Clcnkb
ENSMUSG00000006218	chr4	141368191	141384174	cluster_5	Promoter (<=1kb)	403.6494971	0.107561112	0.192864203	0.495064758	0.661997456	Fam131c
ENSMUSG00000006221	chr4	141420778	141425310	cluster_5	Promoter (<=1kb)	22.28084937	-0.085578579	0.293403415	0.562157284	0.717695153	Hspb7
ENSMUSG00000006281	chr14	50824060	50870554	cluster_5	Promoter (<=1kb)	211.1646864	-0.019243454	0.140880622	0.887664296	0.938659751	Tep1
ENSMUSG00000006301	chr1	74288246	74304336	cluster_5	Promoter (<=1kb)	2499.675063	-0.065824445	0.082642998	0.413298019	0.592950754	Tmbim1
ENSMUSG00000006310	chr7	30589680	30592942	cluster_5	Promoter (<=1kb)	3.439243034	0.006671345	0.318400872	0.93118249	.	Zbtb32
ENSMUSG00000006313	chr7	30603091	30612734	cluster_5	Promoter (<=1kb)	29.75240162	0.078030707	0.265709127	0.633329224	0.772808352	Upk1a
ENSMUSG00000006344	chr10	75589380	75616968	cluster_5	Promoter (<=1kb)	562.2644789	0.663428576	0.274321055	0.001911152	0.010406646	Ggt5
ENSMUSG00000006345	chr10	75568661	75586191	cluster_5	Promoter (<=1kb)	107.1400921	0.082370844	0.231421858	0.620354665	0.762634732	Ggt1
ENSMUSG00000006360	chr12	113152011	113153879	cluster_5	Promoter (<=1kb)	386.7875405	-0.214318387	0.277353159	0.216261446	0.387412545	Crip1
ENSMUSG00000006378	chr15	79030873	79038356	cluster_5	Promoter (<=1kb)	156.2212646	0.166198486	0.175079744	0.264658992	0.443524707	Gcat
ENSMUSG00000006378	chr15	79041884	79043558	cluster_5	Promoter (<=1kb)	156.2212646	0.166198486	0.175079744	0.264658992	0.443524707	Gcat
ENSMUSG00000006386	chr4	94739288	94874976	cluster_5	Promoter (<=1kb)	15.96663075	-0.053648669	0.304211098	0.648542627	0.784275992	Tek
ENSMUSG00000006389	chr4	118442414	118457513	cluster_5	Promoter (<=1kb)	2.813935413	0.136517561	0.368300956	0.019862699	.	Mpl
ENSMUSG00000006390	chr4	118428092	118432952	cluster_5	Promoter (<=1kb)	802.0240246	-0.219242265	0.13233761	0.06972677	0.174265238	Elovl1
ENSMUSG00000006395	chr4	118359998	118362744	cluster_5	Promoter (<=1kb)	161.5757445	0.606030748	0.268594388	0.003972602	0.018870814	Hyi
ENSMUSG00000006411	chr1	171370172	171388287	cluster_5	Promoter (<=1kb)	149.2724504	0.399339511	0.276092531	0.043658154	0.123312036	Pvrl4
ENSMUSG00000006435	chr19	47273518	47273589	cluster_5	Intron (ENSMUST00000081619/ENSMUSG00000053617, intron 11 of 14)	3798.143463	-0.094130379	0.150978697	0.475114169	0.645372847	Neurl1a
ENSMUSG00000006445	chr4	141301220	141329384	cluster_5	Promoter (<=1kb)	1386.842764	-0.210513544	0.154703646	0.119278608	0.255737888	Epha2
ENSMUSG00000006469	chr2	25228896	25234234	cluster_5	Promoter (<=1kb)	54.92470047	0.34423883	0.294397139	0.082896259	0.198052252	Slc34a3
ENSMUSG00000006476	chr2	25059810	25059873	cluster_5	Promoter (<=1kb)	21287.93934	-1.162909388	0.178189327	5.47956E-12	2.86424E-10	Nsmf
ENSMUSG00000006488	chr13	27633363	27642493	cluster_5	Promoter (<=1kb)	26.74451825	-0.36856651	0.547747132	0.040616958	0.11659436	Prl7a1
ENSMUSG00000006522	chr14	30908573	30923587	cluster_5	Promoter (<=1kb)	366.1223796	-0.423896998	0.44317402	0.051607008	0.139566599	Itih3
ENSMUSG00000006542	chr1	74738921	74748955	cluster_5	Promoter (<=1kb)	4.35075253	0.121244912	0.344111211	0.218762237	.	Prkag3
ENSMUSG00000006570	chr8	21839925	21843481	cluster_5	Promoter (<=1kb)	3.942321474	0.059122956	0.334019164	0.285083469	.	Defb2
ENSMUSG00000006642	chr5	30968676	30977018	cluster_5	Promoter (<=1kb)	2.648660848	-0.023265778	0.321900231	0.720347364	.	Tcf23
ENSMUSG00000006649	chr7	30460057	30488609	cluster_5	Promoter (<=1kb)	67.39526658	-0.157093319	0.270230647	0.357212194	0.539418145	Nphs1
ENSMUSG00000006715	chr13	24751844	24761937	cluster_5	Promoter (<=1kb)	181.6724829	-0.249615918	0.287584756	0.170776236	0.329640503	Gmnn
ENSMUSG00000006724	chr10	127048245	127053006	cluster_5	Promoter (<=1kb)	12.55568392	-0.149309347	0.320860822	0.31241524	0.494898034	Cyp27b1
ENSMUSG00000006764	chr10	115078640	115185022	cluster_5	Promoter (<=1kb)	36.40639908	-0.149693229	0.28150139	0.373481342	0.555281057	Tph2
